Record Id,Vendor Name,Phone,Email,Website,GL Account,Category,Vendor Owner.id,Created By.id,Modified By.id,Created Time,Modified Time,Currency,Exchange Rate,Street,City,State,Zip Code,Country,Description,Layout.id,Tag,Vendor Image,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,Locked,Record Status,Email Opt Out,Unsubscribed Mode,Unsubscribed Time,Last Activity Time
zcrm_318358000003937093,Stiefel,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-02 23:54:58,2022-02-02 23:54:58,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000003937100,Nox,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-03 15:47:37,2022-02-03 15:47:39,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2022-02-03 15:47:39,false,Available,false,,,2022-02-03 15:47:39
zcrm_318358000003942113,Universal Inkasso AG,+4922112071980,diederichs@universal-inkasso.de,www.universal-inkasso.de,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-03 13:13:03,2022-07-31 18:18:22,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,2022-02-22 13:10:57,2022-07-31 18:18:22,false,Available,false,,,2022-07-31 18:18:22
zcrm_318358000003951001,BFBS,+491626655441,info@business-factory-bs.de,www.business-factory-bs.de,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-04 19:40:27,2022-04-20 17:49:52,EUR,1.000000000,Alte Bonnstraße 157c,Brühl,Nordrhein-Westfalen,50321,Germany,,zcrm_318358000000032059,,,,2022-07-18 15:03:18,2022-07-18 15:03:18,2022-04-20 17:49:52,false,Available,false,,,2022-07-18 15:03:18
zcrm_318358000003954015,Kwartier,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-05 02:26:19,2022-02-05 02:26:19,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000003963078,Deutsche Rentenversicherung Bund,+493036403033,drv@drv-bund.de,www.deutsche-rentenversicherung-bund.de,Sales-Software,Government,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-07 14:50:33,2022-02-07 14:54:12,EUR,1.000000000,Ruhrstraße 2,Berlin,Berlin,10709,Germany,,zcrm_318358000000032059,,,2022-02-07 14:54:12,,2022-02-07 14:51:03,,false,Available,false,,,2022-02-07 14:54:12
zcrm_318358000003969010,Generali Deutschland Versicherung AG,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-07 18:17:10,2022-02-16 15:11:49,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2022-02-16 15:11:49,false,Available,false,,,2022-02-16 15:11:49
zcrm_318358000003992001,Advocard,,,www.advocard.de,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-08 18:41:41,2022-02-08 18:41:41,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000003994001,Verwaltungs-Berufsgenossenschaft (VBG),+492204407216,kundendialog@vbg.de,vbg.de,Sales-Software,Insurance,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-09 15:30:01,2022-02-09 15:30:47,EUR,1.000000000,Kölner Str. 20,Bergisch Gladbach,NRW,51429,Germany,Kundennummer: - 21/2019/9407,zcrm_318358000000032059,,,2022-02-09 15:30:47,,,,false,Available,false,,,2022-02-09 15:30:47
zcrm_318358000004043066,vodafone,,business@unitymedia.de,www.vodafone.de/cable-business,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-12 19:49:10,2022-02-22 14:05:50,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2022-02-22 14:05:50,false,Available,false,,,2022-02-22 14:05:50
zcrm_318358000004076004,PVS rhein-ruhr,+492084847364,saervice-rr@ihre-pvs.de,www.pvs-rechnung.de,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-16 12:57:20,2022-02-16 12:57:20,EUR,1.000000000,Remscheider Str. 16,Mülheim an der Ruhr,Nordrhein-Westfalen,45466,Germany,be sure to also have these entered into the health insurance app so that reimbursements can come,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004091020,CaDiBau,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-16 17:28:25,2022-02-16 17:28:25,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004094012,Ruud Smeets,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-16 17:10:11,2022-02-16 17:10:11,EUR,1.000000000,Luxemburger Str. 178,Köln,,50674,Germany,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004159092,Kfz-Steuer-Bundeskasse,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-22 15:17:04,2022-02-22 15:17:04,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004160034,Telekom,+498003304444,support@cloud.telekom.de,cloud.telekom.de,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-21 18:47:26,2022-02-21 18:47:26,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004161053,BMW,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-22 15:27:02,2022-07-29 11:40:00,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2022-07-29 11:40:00,false,Available,false,,,2022-07-29 11:40:00
zcrm_318358000004168003,AmazonPRIME,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-22 18:31:59,2022-02-22 18:31:59,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004168008,sipgate,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-23 15:20:15,2022-02-23 15:20:15,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004168024,dm,,,https://www.dm.de/,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-23 17:27:35,2022-02-23 17:27:35,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004169020,REWE,,,https://www.rewe.de/?loggedIn=1,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-23 20:07:55,2022-02-23 20:07:55,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004170004,Trading212UK,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-22 16:49:34,2022-02-22 16:49:34,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004170011,reanovo - ehem. Foncia Immonova,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-23 19:16:25,2022-02-23 19:16:25,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004170016,Aktion Mensch,,,https://www.aktion-mensch.de/lotterie/,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-23 19:47:20,2022-02-23 19:47:20,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004173001,Flink,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-22 16:42:24,2022-02-22 16:42:24,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004173006,Rundfunkbeitrag,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-22 17:10:15,2022-02-22 17:10:15,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004176001,HelloFresh,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-22 17:32:17,2022-02-22 17:32:17,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004176008,AmazonPRIME-Video,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-22 18:35:50,2022-02-22 18:35:50,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004177020,PennyMarkt,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-23 15:27:23,2022-02-23 15:27:23,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004177031,Aldi,,,https://www.aldi-onlineshop.de/login/,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-23 18:40:37,2022-02-23 18:40:47,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2022-02-23 18:40:47,false,Available,false,,,2022-02-23 18:40:47
zcrm_318358000004178009,ONTHATASS,,,https://onthatass.com/en-de/,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-23 16:28:19,2022-02-23 16:28:19,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004181004,Thomas Geyer,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-23 19:05:00,2022-02-23 19:05:00,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004183006,Apple,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-02-23 19:52:38,2022-02-23 19:52:38,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000004950001,Kiosk - Various,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-05-10 16:55:34,2022-05-10 16:55:34,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000005072126,TK,+49404606611300,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-05-23 14:30:19,2022-05-23 14:30:19,EUR,1.000000000,,,,,,Geschäftszeichen: Y437481958F-01,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000005087016,Deutsche Post Dialog Solutions GmbH,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-05-25 14:30:00,2022-05-25 14:30:00,EUR,1.000000000,Koblenzer Str. 67,Bonn,NRW,53177,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000005098009,Gentlemen Barber Clubs,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-05-24 18:26:34,2022-05-24 18:26:34,EUR,1.000000000,Kyffhäuser Str.,Cologne,NRW,50674,,Under new management,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000005690029,Sixpack,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-07-22 03:38:18,2022-07-22 03:38:18,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000005692011,Redrum,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-07-22 03:37:34,2022-07-22 03:37:34,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000005709027,Telekom Lizenzportal,,payment@novalnet.de,https://vb365.telekom.net/subscriptions,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-07-25 11:21:11,2022-07-25 13:25:04,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2022-07-25 13:25:04,false,Available,false,,,2022-07-25 13:25:04
zcrm_318358000005713003,real,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-07-23 11:59:38,2022-07-23 11:59:38,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000005716001,Stadtbibliothek Köln,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-07-23 12:48:04,2022-07-23 12:48:04,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000005722017,Die Direktkontakter,,buchhaltung@die-direktkontakter.de,www.die-direktkontakter.de,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-07-25 08:50:40,2022-07-25 08:56:49,EUR,1.000000000,,,,,,,,,,,,,2022-07-25 08:56:49,false,Available,false,,,2022-07-25 08:56:49
zcrm_318358000005769005,Netflix,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-07-28 08:53:44,2022-07-28 08:53:44,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000005796104,Bringoo GmbH,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-07-31 17:31:24,2022-07-31 17:31:24,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000005797111,Canva,,,www.canva.com,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-07-31 11:36:58,2022-07-31 11:36:58,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000005799092,BlackSheep,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-07-31 14:21:32,2022-07-31 14:21:32,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000005802089,Biergarten-various,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-07-29 23:07:08,2022-07-29 23:07:08,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000005802117,Zoho,,,zoho.eu,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-07-31 12:53:35,2022-07-31 12:53:35,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000005805112,Heng Long Supermarket,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2022-07-31 12:57:06,2022-07-31 12:57:06,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,,false,Available,false,,,
zcrm_318358000010850001,Foncia,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2023-12-20 16:09:17,2023-12-20 16:18:30,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2023-12-20 16:18:30,false,Available,false,,,2023-12-20 16:18:30
zcrm_318358000010850006,Tom Geyer,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2023-12-20 16:12:53,2023-12-20 16:18:30,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2023-12-20 16:18:30,false,Available,false,,,2023-12-20 16:18:30
zcrm_318358000010856001,Grover Business,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2023-12-20 16:24:10,2023-12-20 18:18:57,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2023-12-20 18:18:57,false,Available,false,,,2023-12-20 18:18:57
zcrm_318358000013985003,Google,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-25 22:11:55,2024-08-25 23:55:27,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-25 23:55:27,false,Available,false,,,2024-08-25 23:55:27
zcrm_318358000013987003,Photobucket,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-26 13:15:19,2024-08-26 14:59:53,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-26 14:59:53,false,Available,false,,,2024-08-26 14:59:53
zcrm_318358000013989002,Stellantis,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-25 22:05:04,2024-08-25 23:55:27,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-25 23:55:27,false,Available,false,,,2024-08-25 23:55:27
zcrm_318358000013990002,Mullvad VPN AB,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-27 13:32:49,2024-08-27 17:14:46,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-27 17:14:46,false,Available,false,,,2024-08-27 17:14:46
zcrm_318358000013991003,Mr Wash Autoservice AG,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-25 19:08:03,2024-08-25 19:54:43,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-25 19:54:43,false,Available,false,,,2024-08-25 19:54:43
zcrm_318358000014001004,LadyStrategist LLC - Canva Templates,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-26 14:50:44,2024-08-26 14:59:53,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-26 14:59:53,false,Available,false,,,2024-08-26 14:59:53
zcrm_318358000014006001,Autopay Parking,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-25 19:02:34,2024-08-25 19:54:43,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-25 19:54:43,false,Available,false,,,2024-08-25 19:54:43
zcrm_318358000014007001,Playphraseme - via Patreon,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-25 19:06:50,2024-08-25 19:54:43,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-25 19:54:43,false,Available,false,,,2024-08-25 19:54:43
zcrm_318358000014009003,Nazar Restaurant - Darmstadt,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-27 13:30:52,2024-08-27 17:14:46,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-27 17:14:46,false,Available,false,,,2024-08-27 17:14:46
zcrm_318358000014013001,Deutsche Bank,,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-25 20:10:50,2024-08-25 21:55:05,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-25 21:55:05,false,Available,false,,,2024-08-25 21:55:05
zcrm_318358000014015003,"Etsy, Inc.",,,,,,zcrm_318358000000245015,zcrm_318358000000245015,zcrm_318358000000245015,2024-08-27 12:27:56,2024-08-27 17:14:46,EUR,1.000000000,,,,,,,zcrm_318358000000032059,,,,,,2024-08-27 17:14:46,false,Available,false,,,2024-08-27 17:14:46
